Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Movie Budget,Revenue
Singham Returns,2014,142,Action,5.7,"7,675",Rohit Shetty,Ajay Devgn,Kareena Kapoor,Amole Gupte,60,217
Rang De Basanti,2006,167,Comedy,8.1,"1,14,446",Rakeysh Omprakash Mehra,Aamir Khan,Soha Ali Khan,Siddharth,28,97
Singham,2011,143,Action,6.8,"14,788",Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj,38,141
Saand Ki Aankh,2019,146,Biography,7.7,"4,210",Tushar Hiranandani,Prakash Jha,Bhumi Pednekar,Taapsee Pannu,25,30.7
Saawariya,2007,142,Drama,5.2,"7,445",Sanjay Leela Bhansali,Ranbir Kapoor,Sonam Kapoor,Salman Khan,31,39
Sachin - A Billion Dreams,2017,138,Documentary,8.6,"7,711",James Erskine,Sachin Tendulkar,Mikhail Gandhi,Anjali Tendulkar,20,75
Sanju,2018,155,Biography,7.7,"49,199",Rajkumar Hirani,Ranbir Kapoor,Paresh Rawal,Manisha Koirala,96,586.85
Satyagraha,2013,152,Drama,5.9,"4,964",Prakash Jha,Amitabh Bachchan,Kareena Kapoor,Ajay Devgn,73,97.18
Satyameva Jayate,2018,140,Action,5.7,"6,302",Milap Zaveri,John Abraham,Manoj Bajpayee,Aisha Sharma,40,108.41
Satyameva Jayate 2,2021,122,Action,5.2,"15,433",Milap Zaveri,John Abraham,Gautami Kapoor,Divya Khosla Kumar,95,17.29
Secret Superstar,2017,150,Drama,7.8,"21,923",Advait Chandan,Raj Arjun,Meher Vij,Zaira Wasim,15,965
Shaadi Ke Side Effects,2014,145,Comedy,5.6,"3,882",Saket Chaudhary,Farhan Akhtar,Vidya Balan,Vir Das,43,69.6
Shaadi Mein Zaroor Aana,2017,137,Drama,7.6,"13,387",Ratnaa Sinha,Rajkummar Rao,Kriti Kharbanda,K.K. Raina,13,19.4
Shakuntala Devi,2020,127,Biography,6.1,"8,456",Anu Menon,Adi Chugh,Vidya Balan,Sanya Malhotra,25,40
Sholay,1975,162,Comedy,8.2,"52,511",Ramesh Sippy,Amitabh Bachchan,Dharmendra,Sanjeev Kumar,3,50
Shootout at Lokhandwala,2007,122,Action,7.1,"9,607",Apoorva Lakhia,Sunil Shetty,Sanjay Dutt,Amitabh Bachchan,18,46.04
Shootout at Wadala,2013,155,Action,5.9,"6,439",Sanjay Gupta,Anil Kapoor,John Abraham,Manoj Bajpayee,50,82
Shor in the City,2010,112,Crime,7.2,"3,502",Krishna D.K.,Tusshar Kapoor,Sendhil Ramamurthy,Raj Nidimoru,8,6
Shubh Mangal Savdhan,2017,119,Comedy,6.9,"9,094",R.S. Prasanna,Ayushmann Khurrana,Bhumi Pednekar,Seema Bhargava,25,64.54
Singh Is Bliing,2015,141,Action,5,"7,891",Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta,91,126
Simmba,2018,158,Action,5.6,"15,244",Rohit Shetty,Ranveer Singh,Sam Nagar,Sara Ali Khan,80,400
Singh Is King,2008,135,Action,5.7,"14,526",Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri,30,136
Trapped,2016,105,Drama,7.6,8963,Vikramaditya Motwane,Rajkummar Rao,Geetanjali Thapa,Shiladitya Sen,5,3
Befikre,2016,130,Romance,4,689,Aditya Chopra,Ranveer Singh,Vaani Kapoor,Julie Ordon,70,150
Fitoor,2016,131,Romance,5.4,45,Abhishek Kapoor,Aditya Roy Kapoor,Katrina Kaif,Tabu,35,20
Wazir,2016,103,Thriller,7.1,7892,Bejoy Nambiar,Farhan Akhtar,Amitabh Bachchan,Aditi Rao Hydari,35,79
Tum Bin 2,2016,147,Romance,4.8,596,Anubhav Sinha,aditya Seal,Aashim Gulati,neha sharma,12,17
Junooniyat,2016,155,Romance,4.1,7852,Vivek Agnihotri,Pulkit Samrat,Yami Gautam,gulshan devaiah,4,9
one night stand,2016,99,Romance,3.1,854,Jasmine D'souza,Tanuj virwani,Sunny leone,Nyra Banerjee,3,5
sairat,2016,174,Romance,8.3,7813,Nagraj Manjule,Rinku Rajguru,Akash thosar,Tanaji Galgunde,4,110
kapoor & sons,2016,120,Romance,7.7,1456,Shakun Batra,Rishi Kapoor,Fawad Khan,Alia Bhatt,28,148
sanam teri kasam,2016,154,Romance,7.5,9856,Radhika Rao,Harshvardhan rane,Mawra hocane,Vijay Raaz,15,9
Akira,2016,137,Action,5.9,453,A.R. Murugadoss,Anurag Kashyap,Sonakshi Sinha,Urmila Mahanta,4,151
Fan,2016,138,Thriller,6.9,2846,Maneesh Sharma,Shah Rukh Khan,Waluscha Sousa,Shriya Pilgaonkar,120,188
Mohenjo Daro,2016,155,Action,5.6,124,Ashutosh Gowariker,Hrithik Roshan,Pooja Hedge,Kabir brdi,115,108
Force 2,2016,127,Action,6.2,8763,Abhinay Deo,Jonh Abhraim,Sonakshi Sinha,Genelia Dâ€™souza,41,59
A death in the gunj,2016,110,Drama,7.4,694,Konkona sen sharma,Vikrant Massey,Tilotama shome,Ranvir shorey,10,14
khoobsurat,2014,130,Romance,6.4,246,Shashanka ghosh,Fawad Khan,Sonam Kapoor,Ratna Pathak shah,23,80
highway,2014,133,Romance,7.6,3498,Imtiaz Ali,Randeep Hooda,Alia bhatt,Durgesh Kumar,25,48
hate story 2,2014,130,Romance,4.4,76,Vishal pandya,jay bhanushali,Surveen chawla,sushant singh,15,32
bhaag johnny,2014,119,Action,5.1,786,Shivam Nair,Kunal khemu,zoa morani,mandana karimi,15,8
fugly,2014,134,Drama,4.7,65,kabir sadanand ,mohit marwah,kiara advani,jimmy shergill,10,42
2 states,2014,149,Romance,6.9,906,Abhishek verman,Arjun Kapoor,Alia Bhatt,amrita singh,32,175
yaariyan,2014,145,Romance,2.7,35,Divya khosla kumar,himansh kohli,serah singh,dev sharma,10,55
creature,2014,134,Horror,3.1,698,Vikram bhatt,deepraj rana,imran abbas,Bipasha basu,25,32
mardaani,2014,113,Action,7.3,9658,pradeep sarkar,avneet kaur,tahir raj bhasin,rani mukerji,16,57
sonali cable,2014,127,Drama,5.3,12,Charudutt acharya,ali fazal,raghav juyal,rhea chakraborty,13,56
mary kom,2014,122,Sport,6.8,74563,Omung Kumar,shakti kapoor,darshan kumar,Priyanka Chopra Jonas,18,87
bobby jasoos,2014,121,Thriller,5.5,5802,samar shaikh,ali fazal,Vidya Balan,arjan bajwa,26,21
action jackson,2014,154,Action,3.4,450,Prabhu Deva,Ajay Devgn,manasvi mamgai,yami gautam,93,89
jai ho,2014,135,Action,5,14630,sohail khan,Salman Khan,daisy shah,Tabu,65,195
bewakoofiyaan,2014,119,Romance,5.5,53,nupur asthana,Ayushmann Khurrana,Rishi Kapoor,Sonam Kapoor,22,23
finding fanny,2014,102,Romance,5.7,786,homi adajania,arjun kapoor,Deepika Padukone,pankaj kapur,28,50
dishkiyaoon,2014,119,Action,5.2,604,sanamjit singh talwar,Sunny Deol,harman baweja,shilpa shetty,4,7
murder 2,2011,127,Thriller,6.3,9650,mohit suri,Imran Khan,Jacqueline Fernandez,yana gupta,13,68
shaitan,2011,121,Thriller,7.2,340,Bejoy Nambiar,rajeev khandelwal,gulshan devaiah,kalki koechlin,11,40
rockstar,2011,159,Romance,7.7,10364,Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,shammi kapoor,60,108
ready,2011,145,Action,4.8,20463,Anees Bazmee,Salman Khan,Asin,Paresh Rawal,40,180
double dhamaal,2011,140,Comedy,3.9,4893,indra kumar,arshad warsi,Sanjay Dutt,jaaved jaffrey,29,72
bodyguard,2011,130,Action,4.6,4523,siddique,Salman Khan,Kareena Kapoor,hazel keech,60,234
phhir,2011,100,Mystery,5.2,630,girish dhamija,rajneesh duggal,asah sharma,parag tyagi,13,32
thank you,2011,125,Romance,4.7,3601,Anees Bazmee,Akshay Kumar,Sonam Kapoor,irrfan khan,58,120
lootera,2013,136,Romance,7.4,3102,Vikramaditya Motwane,Ranveer Singh,Sonakshi Sinha,vikrant massey,39,47
krrish 3,2013,152,Action,5.3,8079,rakesh roshan,Hrithik Roshan,Kangana Ranaut,vivek oberoi,115,394
ramleela,2013,155,Romance,6.4,70423,Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Supriya Pathak,48,221
the lunchbox,2013,104,Romance,7.8,8423,ritesh batra,Irrfaan Khan,nimrat kaur,Nawazuddin Siddiqui,22,101
besharam,2013,142,Romance,3.5,12,abhinav kashyap,Ranbir Kapoor,Rishi Kapoor,neetu singh,83,95
chennai express,2013,141,Romance,6,4873,Rohit Shetty,Shah Rukh Khan,Deepika Padukone,nikitin dheer,115,423
dhoom3,2013,172,Action,5.3,2053,Vijay Krishna Acharya,Aamir Khan,Abhishek Bachchan,Katrina Kaif,175,557
himmatwala,2013,150,Action,1.7,31,ronnie screwvala,Ajay Devgn,tamannah,Mahesh Manjrekar,68,65
gori tere pyaar mein,2013,150,Romance,4.9,3469,Punit Malhotra,Imran Khan,Kareena Kapoor,Shraddha Kapoor,30,10
bombay talkies,2013,127,Drama,6.6,8970,dibakar banerjee,Nawazuddin Siddiqui,Rani Mukerji,Randeep Hooda,30,150
